```
pergunta;resposta
Quando começou a pandemia da Peste Negra?;1346
Qual é o agente causador da peste bubônica?;Yersinia pestis
Quantas pessoas morreram na Peste Negra, aproximadamente?;75–200 milhões
Como a Peste Negra se espalhou inicialmente para Europa?;navios mercantes gênicos
Qual foi o impacto populacional da Peste Negra na Europa?;30% a 60%
Onde se originou a Peste Negra, segundo evidências recentes?;Ásia Central ou Ásia Oriental
Quando a população europeia finalmente se recuperou após a Peste Negra?;1500
Qual é o nome da forma secundária de transmissão da peste bubônica que se espalha de pessoa para pessoa?;pneumónica
Como a Peste Negra afetou a economia medieval?;causando perturbações religiosas, sociais e econômicas
Quantos anos durou a pandemia da Peste Negra em Eurasia e Norte da África?;1346 a 1353,
```
