pergunta;resposta
1. Qual é o número atômico do oxigênio?;8.
2. Qual elemento químico é o segundo mais abundante no universo?;Hélio.
3. Qual a porcentagem de dioxigênio na atmosfera terrestre?;20,95%.
4. Quem nomeou o oxigênio como elemento químico?;Antoine Lavoisier.
5. Em qual grupo da tabela periódica está o oxigênio?;Grupo dos calcogênios.
6. Qual a participação do oxigênio na crosta terrestre em forma de óxidos?;Quase metade.
7. Qual allotrópio do oxigênio absorve radiação UV?;Ozônio (O3).
8. Quantos átomos formam o dioxigênio sob condições padrão?;Dois átomos.
9. Quem isolou o oxigênio antes de 1604?;Michael Sendivogius.
10. Qual processo produz oxigênio a partir da água e do dióxido de carbono?;Fotossíntese.
pergunta;resposta
Qual é o número atômico do oxigênio?;8.
Qual elemento químico é o segundo mais abundante no universo?;Hélio.
Qual a porcentagem de dioxigênio na atmosfera terrestre?;20,95%.
Quem nomeou o oxigênio como elemento químico?;Antoine Lavoisier.
Em qual grupo da tabela periódica está o oxigênio?;Grupo dos calcogênios.
Qual a participação do oxigênio na crosta terrestre em forma de óxidos?;Quase metade.
Qual allotrópio do oxigênio absorve radiação UV?;Ozônio (O3).
Quantos átomos formam o dioxigênio sob condições padrão?;Dois átomos.
Quem isolou o oxigênio antes de 1604?;Michael Sendivogius.
Qual processo produz oxigênio a partir da água e do dióxido de carbono?;Fotossíntese.
