pergunta;resposta  
Qual é a contribuição da construção para o PIB global?;13 por cento  
Quais são os três elementos essenciais para a construção?;planejamento, projeto e financiamento  
O que é chamado de grandes projetos de construção?;megaprojetos  
Qual empresa atua na indústria de construção?;Saudi Binladin Group  
Qual é o processo de construção de edifícios e infraestrutura?;construção  
Qual é a porcentagem de fatalidades nos EUA no setor de construção?;20 por cento  
O que é a arte e ciência de formar objetos ou sistemas?;construção  
Quais atividades a construção abrange além da construção propriamente dita?;repFormulações e manutenção  
Qual é o gasto global na construção em 2023?;$11 trilhões  
Qual é o termo para a construção de infraestrutura e manutenção?;construção
