pergunta;resposta
Quem foram os Normandos?;População descendente de vikings e francos.
Qual foi a origem dos Normandos?;Intercruzamento entre vikings e francos.
Qual tratado estabeleceu a Normandia?;Tratado de Saint-Clair-sur-Epte.
Quem foi o líder viking que se submeteu a Carlos III?;Rollo.
Qual a língua adotada pelos Normandos?;Normando (dialetos franceses).
Qual evento marcou a conquista da Inglaterra pelos Normandos?;Batalha de Hastings (1066).
Quais territórios os Normandos conquistaram?;Inglaterra, Sicília, Canárias.
Qual a importância cultural dos Normandos?;Arquitetura românica e inovações militares.
Quais são os remanescentes da Normandia hoje?;Ilhas Canárias (Jersey e Guernsey).
Qual o impacto político dos Normandos na Europa?;Influência em leis, religião e expansão militar.
