pergunta;resposta
Qual é a principal funcionalidade de um steam engine?;Convertir calor em trabalho mecânico
Que líquido é usado como fluido working no steam engine?;Steam
Quaissete engenharia que transforma a pressão do steam em força mecânica?;Conectores de rodas e crayons
Qual foi a inviableidade histórica relacionada ao steam engine?;A engines reciprocantes não eram usados para transportar potência contínua
Que é a processação usada para analisar o ciclo do steam engine?;Rankine cycle
Para qual tipo de engenharia o termo steam engine se refere geralmente?;Mаquinas internamente Combustão, como os locomotivas de vapor e as maquinas estáticas
Quaissete acha que melhorou a eficiência do steam engine?;Remover a vapor gera spent da camisa para separar condensação
Por que os steam engines historicamente foram usados principalmente em indústria?;Para puxar gua nas minas
O steam engine foi substituído por qual tipo de engenharia?;Motor elétrico e engenharia internamente Combustão
Qual é o principal benefício do steam engine sobre os demais?;Proporcionou potência contínua para maquinas
