pergunta;resposta
Ctenophores são comumente conhecidos como?;comb jellies
Quantos tipos de ctenophores foram validados?;100 a 150
Qual é a característica notável dos ctenophores para nadar?;"combs" de cilios
Quais células em ctenophores capturam presas?;colloblasts
Como são os corpos dos ctenophores descritos?;massa de gelatina
Ctenophora está presente nas águas do oceano onde?;mundialmente
Qual é a hipótese que sugere que as esponjas são o grupo irmão de todos os animais multicelulares?;Hipótese Irmã Porifera
Quem sugeriu que o algoritmo usado para análise estava sendo enganado por genes específicos dos ctenophores?;Pisani et al.
Qual é a faixa de tamanho de um adulto típico de ctenophore?;alguns milímetros a 1,5 m
Quando remontam os fósseis que parecem representar ctenophores?;cerca de 525 milhões de anos atrás
