pergunta;resposta
Qual é o número atômico do oxigênio?;8.
Em que grupo da tabela periódica o oxigênio está classificado?;calcogênio.
Que dois elementos são mais abundantes que o oxigênio no universo?;hidrogénio e hélio.
Qual é a forma gasosa de oxigênio que constitui a maioria do ar?;O2.
Quantos átomos de oxigênio se unem para formar O2?;dois.
Em qual porcentagem o oxigênio constitui a atmosfera terrestre?;20,95%.
Qual é a principal forma de oxigênio na crosta terrestre?;óxidos.
De onde foi isolado o oxigênio pela primeira vez?;pela Michael Sendivogius e Carl Wilhelm Scheele, com prioridade para Priestley.
Quando foi dado o nome "oxigênio" pelo Lavoisier?;1777.
Qual é a allotróbia do oxigênio que é encontrada na atmosfera?;O2.
 Qual é a forma de oxigênio mais abundante em organismos vivos?;dióxido de carbono.
