<think>
Okay, the user wants me to generate 10 question-answer pairs in Portuguese based on the given context about Jacksonville. Let me start by reading through the context carefully to identify key points.

First, the context mentions that Jacksonville is the most populous city in Florida and the largest by area in the contiguous US. That's a good starting point for a question. Then there's the consolidation with Duval County in 1968, which is another fact. The population in 2020 is 949,611, making it the 12th most populous city. The metropolitan area has a population of 1.7 million, which is Florida's fourth-largest. The location on the St. Johns River and the First Coast region, along with the distance from Georgia and Miami, are geographical details. The history with the Timucua people, Fort Caroline in 1564, and the British settlement at Cow Ford are historical points. The name origin after Andrew Jackson, the military bases, and the economy factors like banking and tourism, especially golf-related, are other areas to cover.

I need to make sure each question is relevant and the answers are concise, under 10 words. Let me list possible questions and their answers. For example: "Qual é a população de Jacksonville em 2020?" with the answer "949.611 habitantes." Then check if all key points are covered without repetition. I should also verify the correct Portuguese terms for terms like "military presence" and ensure the answers are accurate. Once I have 10 pairs, I'll format them as CSV with semicolons. Need to avoid any markdown and ensure the output is clean.
</think>

pergunta;resposta
Qual é a população de Jacksonville em 2020?;949.611 habitantes
Qual é a posição de Jacksonville entre as cidades mais populosas dos EUA?;12ª mais populosa
Qual é o rio que corta Jacksonville?;Rio St. Johns
Quem foi o primeiro governador militar da Florida Territory?;Andrew Jackson
Qual é a principal atividade econômica de Jacksonville?;Serviços (banco, saúde, logística)
Qual é a área de influência da região metropolitana de Jacksonville?;1.733.937 habitantes
Qual é o nome original do local onde hoje está Jacksonville?;Wacca Pilatka
Qual é a principal atração turística de Jacksonville?;Golfe
Quantos habitantes tem a região metropolitana de Jacksonville?;1.733.937
Qual é a origem do nome "Jacksonville"?;Homage ao Presidente Andrew Jackson
