pergunta;resposta
2. Qual grupo da tabela periódica o oxigênio pertence?;calcogênios
3. Qual é a percentagem do oxigênio na atmosfera terrestre?;20,95%
4. Qual é a forma mais comum do oxigênio na atmosfera?;O2
5. Qual é a principal fonte de oxigênio na atmosfera?;fotossíntese
6. Qual é o terceiro elemento mais abundante do universo?;oxigênio
7. Quem cunhou o nome "oxigênio"?;Antoine Lavoisier
8. Qual é a forma alotrópica do oxigênio que absorve UVB?;ozônio
9. Qual é o principal constituinte da crosta terrestre?;óxidos
10. Quem descobriu o oxigênio em 1774?;Joseph Priestley
Qual grupo da tabela periódica o oxigênio pertence?;calcogênios
Qual é a percentagem do oxigênio na atmosfera terrestre?;20,95%
Qual é a forma mais comum do oxigênio na atmosfera?;O2
Qual é a principal fonte de oxigênio na atmosfera?;fotossíntese
Qual é o terceiro elemento mais abundante do universo?;oxigênio
Quem cunhou o nome "oxigênio"?;Antoine Lavoisier
Qual é a forma alotrópica do oxigênio que absorve UVB?;ozônio
Qual é o principal constituinte da crosta terrestre?;óxidos
Quem descobriu o oxigênio em 1774?;Joseph Priestley
pergunta;resposta
Qual grupo da tabela periódica o oxigênio pertence?;calcogênios
Qual é a percentagem do oxigênio na atmosfera terrestre?;20,95%
Qual é a forma mais comum do oxigênio na atmosfera?;O2
Qual é a principal fonte de oxigênio na atmosfera?;fotossíntese
Qual é o terceiro elemento mais abundante do universo?;oxigênio
Quem cunhou o nome "oxigênio"?;Antoine Lavoisier
Qual é a forma alotrópica do oxigênio que absorve UVB?;ozônio
Qual é o principal constituinte da crosta terrestre?;óxidos
Quem descobriu o oxigênio em 1774?;Joseph Priestley
