```
pergunta;resposta
Qual é a posição de Fresno na classificação populacional dos Estados Unidos?;34
Fresno está localizado em qual condado da Califórnia?;Fresno County
Quem nasceu em Fresno, California?;Sark Arslanian
Em que ano foi incorporada a cidade de Fresno?;1885
Qual é o tipo de governo de Fresno?;Strong Mayor
Qual é a distância aproximada entre Fresno e Los Angeles?;220 miles
O que significa o nome "Fresno" em espanhol?;freixo
Quantas pessoas viviam em Fresno em 2020?;542,107
Em qual estado está localizado o Old Fresno Water Tower?;California
Qual é a área total de Fresno em km²?;300.43
```
