pergunta;resposta
Onde nasce o rio Reno?;Nas montanhas Swiss Alps, na Suíça
Qual o nome celta de origem do rio Reno?;Rēnos
Qual o comprimento aproximado do rio Reno?;1230 km
Quais dois estados alemães recebem o nome do rio Reno?;North Rhine-Westphalia e Rhineland-Palatinate
O rio Reno forma parte das fronteiras de quais países?;Suíça, Liechtenstein, Áustria e Alemanha
Para onde o rio Reno deságua?;Mar do Norte
Qual a vazão média do rio Reno?;2900 m³/s
Além do Reno, qual outro rio formava a fronteira norte do Império Romano?;Danúbio
Cite uma das maiores cidades localizadas às margens do rio Reno?;Cologne, Rotterdam, Düsseldorf, etc.
Qual a área que o rio Reno abrange?;9,973 km²
