pergunta;resposta
Ok, I need to create a CSV file with 10 question;answer pairs based on the given context and facts. Let me start by understanding what's required.
pergunta;resposta
Que estados são adjacentes à Vitória no nordeste da Austrália?;Novo Sul daustrália e Sul daustrália:
Onde está localizado o Great Australian Bight em relação à Vitória?;Sudoeste
Qual é a capital esportiva da Austrália que abriga Melbourne?;Melbourne
Quantos milhões de pessoas morrem em Vitória?;Mais de 6,5
Quem foi o premier de Vitória desde 2014?;Daniel Andrews
pergunta;resposta
Qual evento importante foi realizado na Vitória em 1909?;Inter-State Series
Quem é reconhecido por nascer em Vitória?;Rory Sloane
Em que região da Vitória concentra a maior parte da população?;Leste-Sul, especialmente em Melbourne
Que cidade em Victoria tem o maior número de museus e galerias de arte?;Melbourne
Qual é a língua mais falada na Vitória?;Inglesa
