pergunta;resposta
Em que ano a British Satellite Broadcasting iniciou suas transmissões?;25 de março de 1990
Com qual empresa a British Satellite Broadcasting se fundiu?;Sky Television plc
Qual foi o resultado da fusão da British Satellite Broadcasting?;British Sky Broadcasting
A British Satellite Broadcasting foi fundada em qual década?;1980
Qual era o principal tipo de serviço oferecido pela BSB?;Televisão via satélite
Além de transmissões, qual outra atividade a BSB realizou?;Produção de filmes
Qual cidade era a sede da British Satellite Broadcasting?;London
A BSB possuía algum canal de televisão?;Sim
Qual é um dos assuntos relacionados à BSB?;História da televisão no Reino Unido
A BSB é classificada como qual tipo de entidade?;Empresa/Organização
