pergunta;resposta
Quando a British Satellite Broadcasting foi fundada?;1986
Onde a BSB tinha sua sede?;Londres
Em que data a BSB começou a transmitir?;25 de março de 1990
Quando a BSB foi fundida com a Sky Television?;2 de novembro de 1990
Qual empresa foi fundida com a BSB?;Sky Television plc
Qual é o sucessor da BSB?;Sky UK
Qual empresa foi formada com a fusão?;British Sky Broadcasting
Quais canais eram proprietários da BSB?;Galaxy, Now, The Computer Channel
Qual categoria inclui o ano de fundação da BSB?;Empresas britânicas fundadas em 1986
Qual classificação legal da BSB?;Empresa
