pergunta;resposta
Qual foi o período da pandemia da Black Death?;1346 a 1353
Quanto de população mundial morreu durante a Black Death?;75-200 milhões
De onde surgiu a Black Death?;Ásia Central ou Oriental
Qual doença causou a Black Death?;Peste bubônica (Yersinia pestis)
Como se espalhou a Black Death na Europa?;Via navios genoéses e ratos negros
Qual foi o impacto social da Black Death?;Desordens religiosas e tumultos sociais
Quantas pessoas morreram na Europa?;30% a 60% da população
Qual forma da doença se espalhou rapidamente?;Pneumônica, via contato pessoal
Quais foram as consequências econômicas?;Subida de salários e queda da oferta de trabalho
Em que século a população europeia não recuperou o nível prévio?; XV (1500)
