pergunta;resposta
O que é imperialismo, de acordo com o texto?;Política de expansão de poder e domínio
Qual é uma característica do imperialismo?;Aquisição territorial ou controle político/econômico
O que distingue o imperialismo de colonialismo e império?;É um conceito distinto, aplicável a diversas formas de expansão
Quais tipos de poder podem ser usados no imperialismo?;Econômico, militar, cultural e diplomático
Qual a relação entre imperialismo e expansão?;O imperialismo é uma forma de expansão
O que é "hard power" no contexto do imperialismo?;Poder econômico e militar
O que é "soft power" no contexto do imperialismo?;Poder cultural e diplomático
O imperialismo se limita à ocupação territorial?;Não, pode ser por controle político/econômico
Qual a abrangência do conceito de imperialismo?;Aplicável a diversas formas de governo e expansão
O texto define imperialismo como o quê?;Política de estado, prática ou defesa da expansão
