pergunta;resposta
Quando ocorreu a peste negra?;1346.
Qual foi a extensão geográfica da peste negra?;Eurasia e Noroeste África.
Como se espalhou a peste negra na Europa?;via mar.
Em que momento a população europeia foi atingida pela peste negra?;de 1347 a 1351.
Qual é a estimativa da taxa de mortalidade causada pela peste negra na Europa?;30-60% da população total da Europa.
Quantos anos demorou para o mundo recuperar-se completamente da peste negra?;últimos séculos do século XVII.
Do que era característica a peste negra?;era rápida e devastadora.
Qual foi o impacto social da peste negra na Europa?;causou mudanças religiosas, sociais e econômicas profundas.
De onde se originou a peste negra?;na Ásia Central ou no Extremo Oriente antes de chegar à Crimeia em 1347.
Em que ano ocorreu uma grande onda de mortes nas regiões do atual Kyrgyzstan?;1330s.
