pergunta;resposta
O que é uma máquina a vapor?;Uma máquina a vapor é um motor térmico que usa vapor como fluido de trabalho
Como a máquina a vapor funciona?;O vapor exerce pressão para empurrar o pistão dentro do cilindro
Qual ciclo termodinâmico é usado para analisar a máquina a vapor?;O ciclo Rankine é usado para analisar o processo
Por que a máquina a vapor é considerada um motor de combustão externa?;O fluido de trabalho é separado dos produtos da combustão
Quem patenteou a primeira bomba a vapor para minas?;Jerónimo de Ayanz y Beaumont patenteou a primeira bomba a vapor
Quem desenvolveu a primeira máquina a vapor comercialmente bem-sucedida?;Thomas Newcomen desenvolveu a primeira máquina a vapor bem-sucedida
Onde as máquinas a vapor eram usadas na Revolução Industrial?;Eram usadas para acionar fábricas e locomotivas
Por que as máquinas a vapor foram substituídas?;Por causa de motores elétricos e motores de combustão interna
O que é o aeolipile?;É um dispositivo de vapor antigo, conhecido desde o primeiro século DC
Como o movimento do pistão é transformado em força rotacional?;O movimento do pistão é transformado pelo biela e manivela
