```csv
subject,predicate,object
dbr:Rhine,dbr:name,"Rhine"
dbr:Rhine,dbr:imageCaption,"The Rhine in Basel, Switzerland"
dbr:Rhine,dbr:imageSize,"300"
dbr:Rhine,dbr:pushpinMapSize,"240"
dbr:Rhine,dbr:subdivisionName,"France","Central and Western Europe","Val di Lei, Italy"
dbr:Rhine,dbr:subdivisionType,"Countries","Rhine Basin"
dbr:Rhine,rdf:type,"yago:Boundary108512259"
dbr:Rhine,rdf:type,"yago:PhysicalEntity100001930"
dbr:Rhine,rdf:type,"yago:WikicatBorderRivers"
dbr:Rhine,rdf:type,"yago:WikicatFederalWaterwaysInGermany"
dbr:Rhine,rdf:type,"yago:WikicatRiftValleys"
dbr:Rhine,rdf:type,"Schema:BodyOfWater"
dbr:Rhine,rdf:type,"Schema:Stream"
dbr:Rhine,rdf:type,"owl:Thing"
dbr:Rhine,rdf:type,"geo:SpatialThing"
dbr:Rhine,schema:mouthElevation,"0.0"
dbr:Rhine,schema:mouthPlace,dbr:Netherlands
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:As_of
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Authority_control
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Cite_EB1911
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Convert
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Coord
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Efn
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:IPA-de
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Maplink
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:PIE
dbr:Rhine,dbr:wikiPageUsesTemplate,dbr:Template:Rhine_Tributaries
dbr:Rhine,dcterms:subject,dbr:Category:France–Germany_border
dbr:Rhine,dcterms:subject,dbr:Category:Geography_of_Central_Europe
dbr:Rhine,dcterms:subject,dbr:Category:Graubünden–St._Gallen_border
dbr:Rhine,dcterms:subject,dbr:Category:Rivers_of_Aargau
dbr:Rhine,dcterms:subject,dbr:Category:Rivers_of_Gelderland
dbr:Rhine,dcterms:subject,dbr:Category:Rivers_of_Grand_Est
dbr:Rhine,dcterms:subject,dbr:Category:Rivers_of_North_Rhine-Westphalia
dbr:Rhine,dcterms:subject,dbr:Category:Rivers_of_Rhineland-Palatinate
dbr:Rhine,dcterms:subject,dbr:Category:Rivers_of_South_Holland
dbr:Rhine,dbo:sameAs,dbr:VIAF_259663544
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Above_Tomasee.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Bodensee_satellit.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/FR-67-Strasbourg35.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Loreley_von_Spitznack.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Marksburg1900.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Middle_Bridge,_Basel,_Switzerland.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/One_autumn_morning_in_Basel_v2.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Rhein-Karte2.png
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Rhein_Mainzer_Becken_stromab_von_Mainz_bei_Eltville_und_Erbach_vor_Bingen_Foto_2008_Wolfgang_Pehlemann_Wiesbaden_IMG_0263.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Rheinkilometer_Loreley.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Rheinzusammenfluss.jpg
dbr:Rhine,dbo:depiction,http://commons.wikimedia.org/wiki/Special:FilePath/St.Goarshausen_Loreley_Burg_Katz_2016-03-27-17-13-57.jpg
```
