pergunta;resposta
Quando foi fundada a Lei da União Europeia?;1952  
Qual foi um dos objetivos principais da Comunidade Europeia de Carvão e Aço?;promover paz, justiça social, mercado social e proteção ambiental  
Em que ano foi criado o direito da União Europeia?;1957  
Quem interpretou a Lei da UE e criava seu direito?;A Corte de Justiça da União Europeia  
Que subdisciplina está associada à Lei da UE?;Law of the European Union  
Qual foi a contribuição de Henry G. Schermers para o campo?;Subdivisões específicas da Lei da UE  
Quem estudou os aspectos sociais da Lei da UE?;John Bell (legal scholar)  
Qual é o principal periódico acadêmico sobre a Lei da UE?;Common Market Law Review  
Que tratados formaram a estrutura constitucional da UE?;Tratados da União Europeia  
Em que ano foi fundada a Comunidade Europeia de Carvão e Aço?;1952
