pergunta;resposta  
O que é o imperialismo segundo o contexto?;Extender poder e domínio  
Como o imperialismo difere do colonialismo?;Conceito distinto com formas de expansão  
Qual partido canadense tem ideologia imperialista?;Partido Canadense  
Quais poderes o imperialismo utiliza?;Poderes duros e suaves  
Qual imagem representa o imperialismo?;Mapa do Império Romano  
Qual império é associado à imagem imperialista?;Império Japonês  
Qual tipo de advocacy é o imperialismo?;Política estatal e prática  
Qual expansão está ligada ao imperialismo?;Império Mongol  
Qual obra trata do imperialismo?;Culture and Imperialism  
Qual modelo da Wikipedia é usado para imperialismo?;Template:Politics
