pergunta;resposta
Finally, I'll format them into CSV without any additional text, just 10 lines of "pergunta;resposta."
pergunta;resposta
O que é um ctenophora?;filo de animais marinhas conhecidos como geleias de pente
Qual é a origem do nome "ctenophora"?;κτείς (kteis) 'comb' e φέρω (pherō) 'carry'
Quais são os comuns comb jellies?;nome comum em inglês para ctenophores
Como os ctenophores se locomovem?;'pentes' - grupos de cílios que funcionam como remos
Qual é o tamanho máximo de um ctenóforo adulto?;1,5 m (4 pés 11 pol)
Quantas espécies de ctenophores foram validadas?;aproximadamente 100 a 150 espécies
Quais células são usadas para capturar presas?;coloblasts nas tentaculas
O que predam os ctenophores?;larvas, rotíferos e crustáceos pequenos
Qual característica bioluminescente é comum?;produzem luz para comunicação ou defesa
Em qual período geológico apareceram os primeiros fósseis de ctenophores?;Cambriano, cerca de 525 milhões de anos atrás
