pergunta;resposta
O que é o principal propósito do Parlamento Escocês?;To make laws for Scotland not reserved by Westminster.
Quantos Membros do Parlamento Escocês (MSPs) existem no total?;129.
Como são eleitos os MSPs?;73 via individual constituencies, 56 como membros de lista das regiões.
 Como é a estrutura eleitoral nas regiões adicionais?;Cada uma das oito regiões envia sete membros da lista.
Qual foi o fundo histórico antes da devolução?;Existeu até que o Reino Unido foi formado em 1707.
Quando ocorreu a devolução e qual lei foi promulgada?;1997 referendum, Scotland Act 1998.
Quando teve lugar a primeira sessão do novo Parlamento?;12 de maio de 1999.
O que o Scotland Act 2012 expandiu?;Poderes sobre impostos e benefícios sociais.
Como afeta o Atual Mercado Interno do Reino Unido Act 2020 o Parlamento Escocês?;Constrói a autonomia regulatória através de exigências de não-discriminação no mercado.
Por que o Parlamento é frequentemente chamado de Holyrood?;Localizado em Holyrood, Edimburgo.
