pergunta;resposta
Qual país liderou os países membros da OAPEC a declarar o embargo?;Arábia Saudita
Quais países foram alvo inicial do embargo?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Qual conflito levou à declaração do embargo?;Guerra do Yom Kippur
Qual foi o nome dado ao primeiro choque de petróleo causado pela crise?;Primeiro Choque de Petróleo
Qual foi a alta global dos preços de petróleo até março de 1974?;Aumento de nearly 300%
Quais países foram incluídos na extensão posterior do embargo?;Portugal, Rodésia e África do Sul
Qual foi um efeito短期 de crise?;Os preços do petróleo dispararam, causando desafios econômicos
Qual termo é usado para descrever o período após o primeiro choque de petróleo?;Segundo Choque de Petróleo (1979)
Qual foi a principal razão pelo embargo?;Suporte à Israel durante a Guerra do Yom Kippur
Qual foi outro impacto significativo da crise no contexto global?;Alterou a política global e a estabilidade econômica
