pergunta;resposta
O que é a desobediência civil?;recusa ativa de obedecer leis
Qual figura popularizou o termo "desobediência civil" nos EUA?;Henry David Thoreau
Qual era a profissão de Martin Luther King Jr.?;ativista
Que movimento de protesto foi influenciado por Henry David Thoreau?;movimento sufragista
Quem foi Saad Zaghloul e qual evento ele liderou?;líder da Revolução Egípcia de 1919
Como a desobediência civil é frequentemente relacionada a protestos?;não violência
Qual o objetivo principal da desobediência civil?;arousal da consciência comunitária
Qual o conceito que define a desobediência civil como uma forma de protesto?;recusa de obedecer leis
Em que contexto a desobediência civil é vista como demonstração de respeito à lei?;quando aceita a penalidade
Qual foi um dos impactos da desobediência civil no movimento pelos direitos civis?;resistência não violenta
