pergunta;resposta
- Predicate: e.g.; a
Now; let's start creating the CSV.
For example; the line:
<http://dbpedia.org/resource/Jacksonville;_Florida> ns1:areaWater "329350000.0" ;
Similarly; for other lines.
Alternatively; maybe the user wants to include that even if the subject is not a city. But that's unclear.
<http://dbpedia.org/resource/NOAAS_Discoverer_(R_102)> ns1:builder <http://dbpedia.org/resource/Jacksonville;_Florida> ;
But how to handle that. For example; the line:
Now; let's process the data.
Now; let's start building the CSV.
