pergunta;resposta
1. What is geology's main focus?;Earth and other astronomical objects
2. What processes does geology study?;Rock formation and transformation over time
3. Which sciences does geology overlap with?;Hydrology, Earth system science, planetary science
4. Tools for determining rock ages?;Relative and absolute dating methods
5. Evidence provided by geology?;Plate tectonics, life evolution, past climates
6. Main study areas for geologists?;Earth's properties and processes, other planets
7. Methods used by geologists?;Field work, rock description, geophysical techniques
8. Importance of geology?;Mineral exploration, natural hazards, climate change
9. What does geology study about Earth?;Structure on and beneath the surface
10. How do geologists chronicle Earth's history?;Combining age tools and rock history descriptions
1. What is geology's main focus?;Earth and other astronomical objects
2. What processes does geology study?;Rock formation and transformation
3. Which sciences does geology overlap with?;Hydrology, Earth system science
4. Tools for determining rock ages?;Relative and absolute dating
5. Evidence provided by geology?;Plate tectonics, life evolution
6. Main study areas for geologists?;Earth's properties and other planets
7. Methods used by geologists?;Field work, rock description
8. Importance of geology?;Mineral exploration, climate change
9. What does geology study about Earth?;Structure on and beneath surface
10. How do geologists chronicle Earth's history?;Combining age tools and rock histories
pergunta;resposta
O que estuda a geologia?;Earth e outros objetos astronômicos  
Quais processos a geologia analisa?;Formação e transformação de rochas  
Com quais ciências a geologia se sobrepõe?;Hidrologia, ciência do sistema terrestre  
Ferramentas para determinar idade de rochas?;Datação relativa e absoluta  
O que a geologia fornece evidências?;Tectônica de placas, evolução da vida  
Áreas principais de estudo da geologia?;Propriedades da Terra e outros planetas  
Métodos utilizados pelos geólogos?;Trabalho de campo, descrição de rochas  
Importância da geologia?;Exploração de minerais, mudanças climáticas  
O que a geologia estuda da Terra?;Estrutura na superfície e abaixo dela  
Como os geólogos cronologizam a história da Terra?;Combinando ferramentas de datação e histórias de rochas
