```csv
pergunta;resposta
Qual o foco principal da teoria da complexidade computacional?;classificar problemas computacionais pelo uso de recursos
O que define um problema computacional como inerentemente difícil?;requer recursos significativos, independentemente do algoritmo
Qual é o objetivo da teoria da complexidade em relação aos limites da computação?;determinar o que os computadores podem ou não fazer na prática
Quais são os dois recursos básicos utilizados para medir a complexidade de um problema?;tempo e armazenamento
Além de tempo e armazenamento, que outros recursos podem ser usados para medir a complexidade?;comunicação, número de portas em um circuito, número de processadores
Qual a diferença entre análise de algoritmos e teoria da complexidade?;a primeira analisa algoritmos específicos, a segunda analisa problemas em geral
A teoria da complexidade se preocupa com a possibilidade de resolver um problema, ou com a eficiência da solução?;eficiência da solução
Qual o papel da restrição de recursos na distinção entre complexidade computacional e teoria da computabilidade?;a complexidade impõe restrições, a computabilidade não
O que é a classe de problemas que podem ser resolvidos com recursos limitados?;problemas tratáveis
Qual o nome de um dos problemas em aberto mais famosos da área da complexidade computacional?;P versus NP
```
