pergunta;resposta  
Qual é a localização de Jacksonville?;Atlantic coast de Florida  
Qual é o status populacional de Jacksonville?;Mais populosa cidade de Florida  
Quando ocorreu a consolidação com Duval County?;1968  
Qual é a população de Jacksonville em 2020?;949,611 habitantes  
Qual é o tamanho da área metropolitana de Jacksonville?;1,733,937 habitantes  
Onde está localizado Jacksonville?;St. Johns River e First Coast  
Qual era o nome da área antes da colonização europeia?;Timucua  
Qual foi a primeira colônia europeia em Jacksonville?;Fort Caroline (1564)  
Qual era o nome da aldeia britânica em Jacksonville?;Cow Ford  
Qual é o nome da cidade planteada em 1822?;Andrew Jackson
