pergunta;resposta
O que é a origem da palavra "construction"?;"da Latin constructio"
Qual é o significado de \"construir\"?;o ato de construir
Quais setores são abrangidos pela construção?;edifícios, infraestrutura e instalações industriais
Em quais estágios a construção inclui?;planejamento, financiamento, design, até a finalização e demolição
Qual aspecto promovido pela indústria da construção?;econômico
Quanto foi gasto globalmente em construção em 2012?;$4 trilhões
Qual porcentagem do PIB mundial representa a construção hoje?;13%
Qual é a previsão de gasto global em construção para 2030?;$14,8 trilhões
Qual indústria é considerada uma das mais perigosas?;construção
Qual foi a taxa de fatalidades na construção dos EUA em 2019?;20%
