```csv
subject,predicate,object
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/class/yago/Area108497294","http://dbpedia.org/resource/Fresno,_California"
"http://dbpedia.org/resource/Fresno,_California","http://schema.org/City","http://dbpedia.org/resource/Fresno,_California"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/areaTotal","300.438620798976"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/areaLand","297304700.0"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/areaWater","3133886.0"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/foundingDate","1885-10-21"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/governmentType","http://dbpedia.org/resource/Strong_Mayor"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/politicalLeader","http://dbpedia.org/resource/Fresno,_California__PoliticalFunction__1"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/populationTotalRanking","34"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/postalCode","93650, 93701–93712, 93714–93718, 93720–93730, 93737, 93740, 93741, 93744, 93745, 93747, 93750, 93755, 93760, 93761, 93764, 93765, 93771–79, 93786, 93790–94, 93844, 93888"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/subdivision","http://dbpedia.org/resource/California"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/areaTotalKm","300.43"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/areaWaterSqMi","1.21"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/name","Fresno, California"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/populationRank","34"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/subdivisionType","http://dbpedia.org/resource/List_of_counties_in_California"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/subdivisionType","http://dbpedia.org/resource/List_of_sovereign_states"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/utcOffset","480.0"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Fresno"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/wikiPageUsesTemplate","http://dbpedia.org/resource/Template:GNIS_4"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Infobox_settlement"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/wikiPageUsesTemplate","http://dbpedia.org/resource/Template:San_Joaquin_Valley"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/wikiPageUsesTemplate","http://dbpedia.org/resource/Template:USPopulousCities"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/point","36.75 -119.76666666666667"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Downtown_Fresno_in_1964_(cropped).jpg"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/FresnoRainforest.jpg"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Fresno_County_California_Incorporated_and_Unincorporated_areas_Fresno_Highlighted_0627000.svg"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Race_and_ethnicity_2010-_Fresno_(5559881135).png"
"http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Tower_Theater_(cropped).jpg"
```
