pergunta;resposta
First, I need to make sure I understand the requirements. Each line should be "pergunta;resposta", with the question in Portuguese and the answer short (up to 10 words). The answers must be inferable from the context, triples, or examples. Also, no repeating similar questions.
pergunta;resposta
Quais são os dois principais subsistemas do sistema imunológico?;sistema imunológico inato versus o sistema imunológico adaptativo
O que o sistema imunológico inato fornece?;resposta pré-configurada a grupos amplos de situações
O que o sistema imunológico adaptativo fornece?;resposta adaptada a cada estímulo
Qual tipo de célula faz parte do sistema imunológico?;célula T
Qual é o termo para a resposta hiperativa do sistema imunológico?;autoimunidade
O que é a base da vacinação?;imunidade adaptativa
Qual é o sistema imunológico do cérebro conhecido como?;sistema neuroimune
O que acontece com o sistema imunológico em imunodeficiência?;menos ativo que o normal
Quais são os componentes do sistema imunológico?;células e moléculas
O que é o sistema imunológico em humanos?;rede de processos biológicos
