pergunta;resposta
Qual o principal objetivo do IPCC?;Avançar o conhecimento científico sobre mudanças climáticas.
Em que ano o IPCC foi estabelecido?;1988
Quais organizações estabeleceram o IPCC?;WMO e UNEP
Onde está localizado o secretariado do IPCC?;Genebra, Suíça
Quantos países membros o IPCC possui?;195
Qual a duração usual de um ciclo de avaliação do IPCC?;6 a 7 anos
O IPCC realiza pesquisas originais?;Não
Qual prêmio o IPCC compartilhou com Al Gore em 2007?;Nobel da Paz
Qual o foco do Sexto Relatório de Avaliação do IPCC?;Mudanças climáticas e seus impactos.
Qual relatório influenciou o Acordo de Paris em 2015?;Quinto Relatório de Avaliação do IPCC.
Qual o relatório especial mais influente publicado em 2018?;Aquecimento Global de 1.5°C.
