pergunta;resposta
Okay, I need to create a CSV file with 10 question;answer pairs based on the given context about the Black Death. The questions should be relevant and have correct short answers. Let me start by identifying key points from the context.
pergunta;resposta
O que causou a morte negra?;Doença bubônica,
De onde se originou a morte negra?;Ásia Central ou Leste,
Em que período a morte negra afetou a Europa?;1347-1353,
Qual a porcentagem da população europeia que morreu?;30%-60%,
Por que a morte negra se espalhou rapidamente?;Contato pessoal via aerosol,
Como a morte negra se propagava?;Pulgas nos ratos negros em portos comerciais,
Qual o impacto econômico?;Declínio do comércio e falta de mão de obra,
Em que regiões além da Europa foi intensa?;África do Norte e Oriente Médio,
Quando as epidemias recorreram?;Até o século XIX,
Qual a redução estimada da população mundial?;Cerca de 75-200 milhões.
