```csv
pergunta;resposta
Qual é a definição de um número primo?;Um número natural maior que 1 que não é produto de dois números menores.
Um número composto é definido como?;Um número maior que 1 que não é primo.
Qual teorema afirma que cada número natural maior que 1 é um primo ou um produto de primos?;O teorema fundamental da aritmética.
Qual método é um método simples, porém lento, para verificar a primalidade de um número?;Divisão de tentativas.
Qual é o maior número primo conhecido em dezembro de 2018?;Um Mersenne primo com 24.862.048 dígitos decimais.
O que é um número de Mersenne?;Um número primo de uma forma específica.
Qual a propriedade que designa um número como primo ou não?;Primalidade.
Qual é o nome do teste de primalidade que pode ter um pequeno erro?;Miller-Rabin.
Qual teste de primalidade sempre produz a resposta correta em tempo polinomial?;AKS.
Existe uma fórmula simples que separe números primos de compostos?;Não.
```
