pergunta;resposta
Para cada pergunta; vou garantir que:
Agora vou formatar esses pares no formato CSV com aspas; como solicitado:
"Quando se formou a identidade normanda?";"No século 10"
"Qual religião adotaram os normandos?";"Cristianismo"
"Qual língua os normandos adotaram?";"Gallo-Romance (ou Norman)"
"Qual o significado original da palavra 'Norman'?";"Viking"
"Qual o papel do ducado da Normandia na França medieval?";"Era um grande feudo"
"Qual foi a grande batalha normanda na Inglaterra?";"Batalha de Hastings"
"Quando a Normandia perdeu parte de seu território?";"Em 1204"
"A Normandia está localizada em qual país?";"França"
"Onde os normandos se originaram?";"Da interação entre vikings e povos franceses"
"Quem liderou os normandos em 911?";"Rollo"
"Quando se formou a identidade normanda?";"No século 10"
"Qual religião adotaram os normandos?";"Cristianismo"
"Qual língua os normandos adotaram?";"Gallo-Romance (ou Norman)"
"Qual o significado original da palavra 'Norman'?";"Viking"
"Qual o papel do ducado da Normandia na França medieval?";"Era um grande feudo"
"Qual foi a grande batalha normanda na Inglaterra?";"Batalha de Hastings"
"Quando a Normandia perdeu parte de seu território?";"Em 1204"
"A Normandia está localizada em qual país?";"França"
"Onde os normandos se originaram?";"Da interação entre vikings e povos franceses"
"Quem liderou os normandos em 911?";"Rollo"
Agora vou revisar para garantir que todas as perguntas sejam únicas; as respostas estejam corretas e o formato esteja correto.
"Quando se formou a identidade normanda?";"No século 10"
"Qual religião adotaram os normandos?";"Cristianismo"
"Qual língua os normandos adotaram?";"Gallo-Romance (ou Norman)"
"Qual o significado original da palavra 'Norman'?";"Viking"
"Qual o papel do ducado da Normandia na França medieval?";"Era um grande feudo"
"Qual foi a grande batalha normanda na Inglaterra?";"Batalha de Hastings"
"Quando a Normandia perdeu parte de seu território?";"Em 1204"
"A Normandia está localizada em qual país?";"França"
"Onde os normandos se originaram?";"Da interação entre vikings e povos franceses"
"Quem liderou os normandos em 911?";"Rollo"
Vou agora refinar um pouco mais o formato para garantir que esteja no padrão CSV correto; com aspas duplas ao redor de ambas as colunas e vírgula como separador:
"Quando se formou a identidade normanda?";"No século 10"
"Qual religião adotaram os normandos?";"Cristianismo"
"Qual língua os normandos adotaram?";"Gallo-Romance (ou Norman)"
"Qual o significado original da palavra 'Norman'?";"Viking"
"Qual o papel do ducado da Normandia na França medieval?";"Era um grande feudo"
"Qual foi a grande batalha normanda na Inglaterra?";"Batalha de Hastings"
"Quando a Normandia perdeu parte de seu território?";"Em 1204"
"A Normandia está localizada em qual país?";"França"
"Onde os normandos se originaram?";"Da interação entre vikings e povos franceses"
"Quem liderou os normandos em 911?";"Rollo"
2. As respostas são curtas; dentro do limite de 10 palavras.
Com isso; posso apresentar o CSV final.
"Quando se formou a identidade normanda?";"No século 10"
"Qual religião adotaram os normandos?";"Cristianismo"
"Qual língua os normandos adotaram?";"Gallo-Romance (ou Norman)"
"Qual o significado original da palavra 'Norman'?";"Viking"
"Qual o papel do ducado da Normandia na França medieval?";"Era um grande feudo"
"Qual foi a grande batalha normanda na Inglaterra?";"Batalha de Hastings"
"Quando a Normandia perdeu parte de seu território?";"Em 1204"
"A Normandia está localizada em qual país?";"França"
"Onde os normandos se originaram?";"Da interação entre vikings e povos franceses"
"Quem liderou os normandos em 911?";"Rollo"
