pergunta;resposta
Qual é a segunda maior economia entre os estados da Austrália?;Victoria
Quantos habitantes aproximadamente tem Victoria?;mais de 6,5 milhões
Quem está liderando o governo de Victoria desde 2014?;Daniel Andrews
Em qual estado australiano nasceu Mike Fitzpatrick (footballer)?;Victoria
Qual é o nome do colégio que pertence ao estado de Victoria mencionado no texto?;Preshil
Onde ocorreu o primeiro assentamento europeu em 1803 na área que hoje conhecemos como Victoria?;Sullivan Bay
Quem representa a Monarquia da Austrália no estado de Victoria atualmente?;Linda Dessau
Qual é o nome do rio mencionado no texto que tem sua foz localizada em Victoria?;Ingeegoodbee River
Onde está localizado o National Alpine Museum of Australia?;Victoria
Quem morreu em Victoria, segundo as informações fornecidas?;Gilbert Walker (cricketer)
