pergunta;resposta
I need to structure each line as "pergunta;resposta". Let me list out the 10 questions and answers, making sure they are distinct and cover different aspects. Let me verify each answer is directly from the context. For example, the answer to the question about the Portuguese Angola's era being under imperialism. Also, the use of soft power in imperialism. The examples of formal imperialism like colonial domination. The distinction from colonialism. The types of power used. The role of cultural influence. The authors associated with imperialism, like Paul K. MacDonald. The examples of informal imperialism. The impact on technology spread. The difference from colonialism. 
pergunta;resposta  
O que é o imperialismo segundo o contexto?;política de expansão de poder  
Como o imperialismo é geralmente administrado?;força militar e influência cultural  
Qual tipo de imperialismo envolve controle direto?;imperialismo formal  
Qual era associada ao imperialismo no caso do Angola português?;era imperialista  
Qual foi o mote da guerra de colonização no caso da África?;imperialismo  
Qual é o impacto do imperialismo na disseminação de ideias?;tecnologias e ideias  
Quais são as formas de poder utilizadas no imperialismo?;hard e soft power  
Qual livro é associado ao estudo do imperialismo?;Culture and Imperialism  
Quais partidos políticos estão ligados ao imperialismo?;Conservative Party of Canada  
Qual é a diferença entre imperialismo e colonialismo?;imperialismo é mais amplo
