pergunta;resposta
O que é uma ctenophora?;uma fala de animais que vives sem immeios
Qual tipo bioluminescente está associado à ctenophora?;bioluminescent
O que characterized o ctenophora?;their movement with tentacles or jets of water
Qual é a mainly source of light used by ctenophora?;comb row or jet streams
Em que vives a ctenophora?;in sea waters worldwide, especially in marine environments
 qual é o tamanho principal da ctenophora?;from millimeters to 1.5 meters (approx)
 qual é a característica mais distreta do ctenophora?;their tentacles or jets of water
Em que vives a ctenophora?;in sea waters worldwide, especially in marine environments
qual é o tipo bioluminescento da ctenophora?;bioluminescent
 qual é o tamanho principal da ctenophora?;from millimeters to 1.5 meters (approx)
