pergunta;resposta
Qual o símbolo químico do oxigênio?;O
Qual o número atômico do oxigênio?;8
Qual a porcentagem de oxigênio na atmosfera terrestre?;20.95%
Qual gás, alotrópico do oxigênio, protege contra radiação UV?;Ozônio
Quem cunhou o nome "oxigênio"?;Antoine Lavoisier
Qual grupo da tabela periódica o oxigênio pertence?;Calcogênio
Qual processo repõe continuamente o oxigênio na atmosfera?;Fotossíntese
Qual a principal função do oxigênio em combustão?;Agente oxidante
Em que forma o oxigênio é encontrado na atmosfera?;O2 (diatômico)
Qual a importância do oxigênio para os seres vivos?;Componente de moléculas orgânicas e água
