pergunta;resposta
Quando o IPCC foi criado?;em 1988,
Quais organizações estabeleceram o IPCC?;Organização Meteorológica Mundial (WMO) e Programa das Nações Unidas para o Meio Ambiente (UNEP),
Quantos países são membros do IPCC?;195,
Qual é o atual presidente do IPCC e sua nacionalidade?;Hoesung Lee, coreano,
Qual é a principal finalidade dos relatórios do IPCC?;informar governos sobre o conhecimento científico sobre mudança climática,
Qual acordo importante foi influenciado pelo Quinto Relatório de Avaliação?;Acordo de Paris,
Quando foi publicado o Relatório Especial sobre aquecimento global de 1,5°C?;2018,
Qual Prêmio Nobel o IPCC recebeu e em que ano?;Nobel da Paz, 2007,
Com que frequência ocorrem os ciclos de avaliação?;a cada seis a sete anos,
O que o IPCC não faz?;não realiza pesquisa original,
