pergunta;resposta
Quem desenvolveu o método de comutação de pacotes?;Paul Baran
Qual foi o nome original do conceito desenvolvido por Paul Baran?;"Distributed adaptive message block switching"
Onde Paul Baran desenvolveu seu conceito?;Corporation RAND
Qual órgão financiou os estudos de Paul Baran?;Departamento de Defesa dos EUA
De que maneira a comutação de pacotes difere dos métodos tradicionais?;Sem pré- alocação de largura de banda
Quem popularizou o termo "comutação de pacotes"?;Donald Davies
Onde Donald Davies trabalhou ao desenvolver sua contribuição para a comutação de pacotes?;Laboratório Nacional de Física
Além de Paul Baran e Donald Davies, quem mais é reconhecido por seu trabalho em comutação de pacotes?;Sharla Boehm e W. David Sincoskie
Qual era o objetivo principal do conceito desenvolvido por Paul Baran?;Prover um método de roteamento eficiente e tolerante a falhas para mensagens de telecomunicação
Qual rede significativa adotou a comutação de pacotes influenciada pelo trabalho de Donald Davies?;ARPANET nos EUA
