```csv
subject,predicate,object
dbpedia:Faith_Lutheran_School,rdf:type,schema:EducationalOrganization
dbpedia:Faith_Lutheran_School,schema:name,"Faith Lutheran School"
dbpedia:Faith_Lutheran_School,schema:childOf,dbpedia:Lutheran_ChurchMissouri_Synod
dbpedia:Faith_Lutheran_School,schema:location,dbpedia:Las_Vegas
dbpedia:Faith_Lutheran_School,schema:schooltype,dbpedia:Private_school
dbpedia:Faith_Lutheran_School,schema:country,dbpedia:United_States_of_America
dbpedia:Faith_Lutheran_School,schema:numberOfStudents,"381"
dbpedia:Faith_Lutheran_School,schema:grades,"K-8"
dbpedia:Faith_Lutheran_School,schema:website,"http://faithlutheranschool.org/"
dbpedia:Faith_Lutheran_School,schema:logo,"http://faithlutheranschool.org/wp-content/uploads/2016/06/FLS-Logo-2016.png"
dbpedia:Faith_Lutheran_School,schema:affiliation,"Lutheran"
dbpedia:Faith_Lutheran_School,schema:founded,"1977"
dbpedia:Faith_Lutheran_School,schema:motto,"Faith, Reason, and Service"
```
