pergunta;resposta
De quais grupos étnicos os normandos descendem?;Norse Vikings, West Franks e Gallo-Romans
Qual tratado legitimou os assentamentos nórdicos na França?;Tratado de Saint-Clair-sur-Epte
Em que século a identidade normã começou a se formar?;século X
Qual era a língua original dos colonos nórdicos que se estabeleceram na Normandia?;Old Norse
Além da Inglaterra e Sicília, para onde os normandos emigraram?;Irlanda, Escócia, País de Gales e norte da África
Qual era a religião original dos normandos?;Norse paganism
Qual ducado se tornou o centro do poder normando?;Normandy
Quem era o líder nórdico que jurou lealdade ao rei Carlos III da França?;Rollo
Qual estilo arquitetônico é frequentemente associado aos normandos?;Romanesque
Em que batalha os normandos conquistaram a Inglaterra?;Batalha de Hastings
