pergunta;resposta
Quais são os nomes das três classes de ctenóforos?;Tentaculata, Nuda e Scleroctenophora
Qual é a autoridade da designação deste grupo?;Eschscholtz, 1829
O que é o tipo-especie dos ctenóforos?;Mnemiopsis leidyi
Quais são algumas das categorias de ctenóforos na Wikipédia?;Artigos com vídeos, Bioluminescentes, Cambinhos da Era Cambriana
O que é a designação de nível superior dos ctenóforos?;Filos
Quais são algumas das imagens associadas aos ctenóforos?;Aulacoctena_cydippid_ctenophore.jpg, Bathocyroe_fosteri.jpg, Ctenophore.jpg, Ctenophore2.jpg, Diagrama de ctenóforo-diagrama_en.svg, Haeckel_Ctenophorae.jpg, Juvenile_Bolinopsis_ctenophore.jpg, LightRefractsOf_comb-rows_of_ctenophore_Mertensia_ovum.jpg, Lobate_ctenophore.jpg, Medusa010.jpg, Pelagic_ctenophores.png
Quais são algumas das categorias de ctenóforos na Wikipédia?;Artigos com vídeos, Bioluminescentes, Cambinhos da Era Cambriana
O que é o nível superior de classificação dos ctenóforos?;Filos
O que é a designação de nível superior dos ctenóforos?;Filos
Quais são algumas das categorias de ctenóforos na Wikipédia?;Artigos com vídeos, Bioluminescentes, Cambinhos da Era Cambriana
Qual é o nome grego dos ctenóforos?;κτείς kteis 'comb' e φέρω pherō 'carry'
