pergunta;resposta
Quando começou a crise do petróleo de 1973?;outubro de 1973  
Quem liderou o embargo do petróleo?;Arabia Saudita  
Quais países foram inicialmente alvo do embargo?;Canadá, Japão, Holanda, Reino Unido e EUA  
Quando o embargo foi encerrado?;março de 1974  
Qual foi o aumento do preço do petróleo?;300%  
Qual outro nome recebeu a crise?;primeiro choque do petróleo  
Por que o embargo foi declarado?;apoio a Israel na Guerra de Yom Kippur  
Quais países foram adicionados ao embargo?;Portugal, Rodesia e África do Sul  
Como o embargo afetou a economia global?;aumento significativo nos preços do petróleo  
O que veio após a crise de 1973?;segundo choque do petróleo em 1979
