pergunta;resposta
O que é a comutação de pacotes?;Um método de agrupamento de dados em pacotes para transmissão.
Quem desenvolveu o conceito de "comutação de bloco de mensagem adaptável distribuída"?;Paul Baran
Qual era o objetivo do conceito desenvolvido por Paul Baran?;Fornecer um método de roteamento tolerante a falhas e eficiente.
Qual organização financiou a pesquisa de Paul Baran?;O Departamento de Defesa dos Estados Unidos.
O que contradizia o conceito de Baran?;Princípios estabelecidos anteriormente de pré-alocação de largura de banda.
Quem cunhou o termo moderno "comutação de pacotes"?;Donald Davies
Onde Donald Davies trabalhou?;No Laboratório Nacional de Física.
Qual a função do cabeçalho em um pacote de dados?;Direcionar o pacote ao seu destino.
Qual a principal base para as comunicações de dados em redes de computadores?;A comutação de pacotes.
O que a comutação de pacotes permite?;Agrupamento de dados em pacotes para transmissão.
