pergunta;resposta
O que são números maiores que 1 que podem ser divididos por 3 ou mais números chamados?;número composto.
Qual é o nome da propriedade que designa um número como primo ou não?;primalidade.
Qual é o nome de um algoritmo útil para testar convenientemente a primalidade de grandes números?;o teste de primalidade de Miller-Rabin,
Qual é o nome de outro algoritmo útil para testar convenientemente a primalidade de grandes números?;o teste de primalidade de AKS,
Em janeiro de 2016, de quantos dígitos consiste o maior número primo conhecido?;22.338.618 dígitos decimais.
Qual é o nome do processo que confirma a primalidade de um número n?;divisão de
Qual é o nome de uma propriedade importante dos números primos na teoria dos números?;O teorema fundamental da aritmética,
Por que alguém deve ser excluído para preservar a singularidade do teorema fundamental?;pois é possível incluir arbitrariamente muitas instâncias de 1 em qualquer fatoração,
Qual é o único divisor além de 1 que um número primo pode ter?;; 
O que são números maiores que 1 que podem ser divididos por 3 ou mais números chamados?;número composto.
