pergunta;resposta
Onde o Rio Reno começa?;Na Suíça, no cantão de Graubünden
Quais países o Reno forma fronteira?;Suíça-Liechtenstein, Suíça-Austríaca, Suíça-Alemã, França-Alemanha
Para qual mar o Reno desemboca?;No Mar do Norte
Qual a área que o Reno drena?;9.973 km²
De onde vem o nome Reno?;Do celta Rēnos
Quais estados alemães têm nome do Reno?;Renânia do Norte e Palatinado
Qual o comprimento do Reno?;1.230 km
Qual o débito médio do Reno?;2.900 m³/s
Qual a importância histórica do Reno?;Fronteira do Império Romano
Quais cidades estão no Reno?;Colônia, Roterdã, etc.
