```
pergunta;resposta
Qual era a tradição protestante seguida pelos Huguenotes?;Calvinista,
O termo Huguenote pode ter origem em qual político suíço?;Bezanson Hugues,
Em que século os Huguenotes estavam amplamente presentes na França?;16º,
Qual evento desencadeou o declínio da comunidade huguenote para 7-8% da população francesa?;Édito de Nantes,
Quem liderava os Huguenotes durante as Guerras Religiosas Francesas?;Jeanne d'Albret e Henry IV,
Qual era a proporção máxima dos huguenotes na França antes da matança de São Bartolomeu?;10%,
Que tratado concedeu autonomia religiosa, política e militar aos Huguenotes em 1598?;Édito de Nantes,
Como o termo "Huguenote" era geralmente utilizado no contexto do protestantismo na França?;para referir-se àqueles da Igreja Reformada francesa,
O que aconteceu com a população huguenota após a assinatura do Édito de Fontainebleau em 1685?;perseguição e exílio.
```
