pergunta;resposta
O que é o sistema imunológico?;Sistema de defesa do organismo contra doenças
Quais são os dois principais subssistemas do sistema imunológico?;Subsistema inato e subsistema adaptativo
O que faz o sistema imunológico?;Protege contra patógenos, células cancerígenas e objetos estranhos
Quais são as funções dos componentes do sistema imunológico?;Detecção, resposta e memória imune
Qual é a principal diferença entre o subsistema inato e adaptativo?;Resposta pré-configurada vs. resposta adaptativa com memória
O que são autoimunes?;Doenças causadas por um sistema imunológico hiperativo atacando tecidos normais
Quais podem ser as consequências da deterioração do sistema imunológico?;Autoimunidade, inflamação e câncer
O que é uma deficiência imunológica?;Redução na atividade normal do sistema imunológico, levando a infecções recorrentes e graves
Quais podem ser as causas de uma deficiência imunológica?;Doença genética (como SCID), condições adquiridas (como HIV/AIDS) ou uso de medicamentos imunossupressores
O que é a imunologia?;Estudo de todos os aspectos do sistema imunológico
