pergunta;resposta
O que são comumente conhecidos como Ctenophora?;Comb jellies.
Quantas camadas celulares os Ctenophores possuem externamente?;Dois.
O que os Ctenophores usam para nadar?;"Grupos de cílios" ("combs").
Qual é o tamanho dos Ctenophores adultos?;De alguns milímetros a 1,5 metro.
Quantas espécies validadas existem?;100-150.
O que os Ctenophores se alimentam predominantemente?;Presas.
Quanto tempo atrás remontam os fósseis dos Ctenophores?;Aproximadamente 525 milhões de anos.
Qual é a discussão taxonômica sobre os Ctenophores?;Se são grupo irmão das esponjas ou surgiram mais cedo.
Nomeie uma subdivisão do filo Ctenophora.;"Tentaculata", "Nuda" ou "Scleroctenophora".
Qual espécie é considerada tipo para o filo Ctenophora?;Mnemiopsis leidyi.
