pergunta;resposta
1. Qual é um indicador amplamente utilizado de desigualdade econômica?;Gini coefficient
2. Qual efeito a globalização teve sobre a desigualdade global?;reduzido
3. Qual grupo teve um aumento significativo na desigualdade de renda?;dentro das nações
4. Qual percentual de economias avançadas viu aumento na desigualdade de renda?;90%
5. Como os impostos e transferências afetam a desigualdade de renda nas economias avançadas?;reduzem em um terço
6. Qual é o link entre desigualdade econômica e instabilidade política?;revolução, quebra democrática
7. Qual é o foco principal do coeficiente Gini?;distribuição de renda
8. Qual é o impacto da desigualdade de terra e capital humano no crescimento?;reduzem mais que a desigualdade de renda
9. Qual é o tema principal do livro "Capital no Século XXI"?;desigualdade econômica
10. Qual é o efeito da globalização sobre a desigualdade dentro das nações?;aumentada
1. Qual é um indicador amplamente utilizado de desigualdade econômica?;coeficiente Gini
2. Qual efeito a globalização teve sobre a desigualdade global?;reduzida
3. Qual grupo teve um aumento significativo na desigualdade de renda?;dentro das nações
4. Qual percentual de economias avançadas viu aumento na desigualdade de renda?;90%
5. Como os impostos e transferências afetam a desigualdade de renda nas economias avançadas?;reduzem em um terço
6. Qual é o link entre desigualdade econômica e instabilidade política?;revolução, quebra democrática
7. Qual é o foco principal do coeficiente Gini?;distribuição de renda
8. Qual é o impacto da desigualdade de terra e capital humano no crescimento?;reduzem mais que a desigualdade de renda
9. Qual é o tema principal do livro "Capital no Século XXI"?;desigualdade econômica
10. Qual é o efeito da globalização sobre a desigualdade dentro das nações?;aumentada
Qual é um indicador amplamente utilizado de desigualdade econômica?;coeficiente Gini  
Qual efeito a globalização teve sobre a desigualdade global?;reduzida  
Qual grupo teve um aumento significativo na desigualdade de renda?;dentro das nações  
Qual percentual de economias avançadas viu aumento na desigualdade de renda?;90%  
Como os impostos e transferências afetam a desigualdade de renda nas economias avançadas?;reduzem em um terço  
Qual é o link entre desigualdade econômica e instabilidade política?;revolução, quebra democrática  
Qual é o foco principal do coeficiente Gini?;distribuição de renda  
Qual é o impacto da desigualdade de terra e capital humano no crescimento?;reduzem mais que a desigualdade de renda  
Qual é o tema principal do livro "Capital no Século XXI"?;desigualdade econômica  
Qual é o efeito da globalização sobre a desigualdade dentro das nações?;aumentada
