```csv
subject,predicate,object
"http://dbpedia.org/resource/Southern_California","http://dbpedia.org/class/yago/AdministrativeDistrict108491826","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://dbpedia.org/class/yago/Area108497294","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://dbpedia.org/class/yago/District108552138","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://dbpedia.org/class/yago/PhysicalEntity100001930","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://dbpedia.org/class/yago/Region108630985","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","ns1:PopulatedPlace","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","http://www.wikidata.org/entity/Q486972","http://dbpedia.org/resource/Southern_California"
"http://dbpedia.org/resource/Southern_California","ns1:areaTotal","146347300000.0"
"http://dbpedia.org/resource/Southern_California","ns1:country","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Southern_California","ns1:subdivision","http://dbpedia.org/resource/California"
"http://dbpedia.org/resource/Southern_California","ns1:subdivision","http://dbpedia.org/resource/Imperial_County,_California"
"http://dbpedia.org/resource/Southern_California","ns1:subdivision","http://dbpedia.org/resource/Los_Angeles_County,_California"
"http://dbpedia.org/resource/Southern_California","ns1:subdivision","http://dbpedia.org/resource/Riverside_County,_California"
"http://dbpedia.org/resource/Southern_California","ns2:areaTotalSqMi","56505"
"http://dbpedia.org/resource/Southern_California","ns2:name","Southern California"
"http://dbpedia.org/resource/Southern_California","ns2:seatType","Largest city"
"http://dbpedia.org/resource/Southern_California","ns2:subdivisionName","http://dbpedia.org/resource/California"
"http://dbpedia.org/resource/Southern_California","ns2:subdivisionName","http://dbpedia.org/resource/Imperial_County,_California"
"http://dbpedia.org/resource/Southern_California","ns2:subdivisionName","http://dbpedia.org/resource/Los_Angeles_County,_California"
"http://dbpedia.org/resource/Southern_California","ns2:subdivisionName","http://dbpedia.org/resource/Riverside_County,_California"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Authority_control"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:California"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Col-begin"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Col-end"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Commons_category"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Infobox_settlement"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:More_citations_needed"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Reflist"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:Sup"
"http://dbpedia.org/resource/Southern_California","ns2:wikiPageUsesTemplate","http://dbpedia.org/resource/Template:US_Census_population"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Downtown_San_Bernardino.jpg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/I-210_(CA).svg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/I-5_(CA).svg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/I-605_(CA).svg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/LaJolla_California.jpg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/San_Diego_panoramic_skyline_at_night.jpg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Sleepingbeautycastle50.jpg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/SocalfreewaysystemWIKI.jpg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/US_95_(1961_cutout).svg"
"http://dbpedia.org/resource/Southern_California","foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Venice,_California_Beach.jpg"
```
