pergunta;resposta
Qual foi o nome mais comum da pandemia de peste negra?;Black Death
Qual foi o período da pandemia de Black Death?;1346 a 1353
Qual bactéria causou a Black Death?;Yersinia pestis
Em que continente a Black Death começou?;Ásia
Qual foi o impacto da Black Death na população europeia?;30 a 60%
Qual a principal forma de transmissão da Black Death?;Via pulgas
Qual foi o principal vetor de transmissão da Black Death?;Pulgas
Como a Black Death se espalhou pela Europa?;Navios mercantes
Em qual região a Black Death teve seu início?;Central Ásia
Qual foi o principal efeito da Black Death na sociedade europeia?;Upheavals religiosas, sociais e econômicas
