pergunta;resposta
Let me structure each line with "pergunta;resposta".
pergunta;resposta  
Qual é o foco principal da teoria da complexidade computacional?;classificação de problemas por uso de recursos  
Quais são os recursos primários medidos?;tempo e armazenamento  
Qual problema é central na área?;problema P versus NP  
Qual é o papel prático da teoria da complexidade?;determinar limites práticos dos computadores  
Quais modelos são usados para estudar problemas?;modelos matemáticos de computação  
Como se distingue da teoria da computabilidade?;foco em restrições de recursos  
Quem são pesquisadores notáveis?;Scott Aaronson, Christos Papadimitriou, etc.  
Quais outras medidas de complexidade existem?;comunicação, portas em circuitos, processadores  
Qual é a importância do problema P vs NP?;é um dos problemas milênio  
Qual a relação com a análise de algoritmos?;a análise foca em algoritmos específicos, enquanto a complexidade examina todos
