pergunta;resposta
1. O que o sistema imunológico protege os organismos contra?;doenças.
2. Que tipo de resposta imunológica é pré-configurada?;imunidade inata.
3. Que tipo de resposta imunológica é personalizada?;imunidade adaptativa.
4. Qual é a base da vacinação?;imunidade adaptativa.
5. Que tipo de imunidade cria memória imunológica?;imunidade adaptativa.
6. Qual é o resultado quando o sistema imunológico está menos ativo que o normal?;imunodeficiência.
7. Qual é o termo para um sistema imunológico hiperativo que ataca tecidos normais?;autoimunidade.
8. Qual é uma causa comum de imunodeficiência adquirida?;HIV/AIDS.
9. Quais são as células responsáveis por englobar patógenos?;macrófagos.
10. Que tipo de imunidade protege contra uma ampla gama de situações?;imunidade inata.
pergunta;resposta
O que o sistema imunológico protege os organismos contra?;doenças.
Que tipo de resposta imunológica é pré-configurada?;imunidade inata.
Que tipo de resposta imunológica é personalizada?;imunidade adaptativa.
Qual é a base da vacinação?;imunidade adaptativa.
Que tipo de imunidade cria memória imunológica?;imunidade adaptativa.
Qual é o resultado quando o sistema imunológico está menos ativo que o normal?;imunodeficiência.
Qual é o termo para um sistema imunológico hiperativo que ataca tecidos normais?;autoimunidade.
Qual é uma causa comum de imunodeficiência adquirida?;HIV/AIDS.
Quais são as células responsáveis por englobar patógenos?;macrófagos.
Que tipo de imunidade protege contra uma ampla gama de situações?;imunidade inata.
