pergunta;resposta
5. Format: `pergunta;resposta`
1. What is the definition of a prime number?;um número natural maior que 1 que não é produto de dois números menores.
2. What is a composite number?;um número maior que 1 que não é primo.
3. What is the fundamental theorem of arithmetic?;todo número natural maior que 1 é primo ou pode ser fatorado em primos de forma única.
4. What is the property of being prime called?;primalidade.
5. What is the simple but slow method of checking primality?;divisão de tentativa.
6. What is a fast but probabilistic primality test?;teste de primalidade de Miller-Rabin.
7. What is a deterministic primality test?;teste de primalidade de AKS.
8. What are special prime numbers with a specific form?;números de Mersenne.
9. What is the largest known prime number as of December 2018?;um número de Mersenne com 24.862.048 dígitos decimais.
10. What are numbers that behave like prime numbers in abstract algebra?;elementos primos e ideais primos.
pergunta;resposta
O que é um número primo?;um número natural maior que 1 que não é produto de dois números menores.
O que é um número composto?;um número maior que 1 que não é primo.
Qual é o teorema fundamental da aritmética?;todo número natural maior que 1 é primo ou pode ser fatorado em primos de forma única.
Qual é a propriedade de ser primo chamada?;primalidade.
Qual é o método simples mas lento para verificar a primalidade?;divisão de tentativa.
Qual é um teste rápido mas probabilístico de primalidade?;teste de primalidade de Miller-Rabin.
Qual é um teste determinístico de primalidade?;teste de primalidade de AKS.
Quais são números primos com uma forma específica?;números de Mersenne.
Qual é o maior número primo conhecido em dezembro de 2018?;um número de Mersenne com 24.862.048 dígitos decimais.
Quais são números que se comportam como primos na álgebra abstrata?;elementos primos e ideais primos.
1. "O que é um número primo?;um número natural maior que 1 que não é produto de dois números menores." - Let's shorten to: "um número que não é produto de dois números menores."
3. "Qual é o teorema fundamental da aritmética?;todo número natural maior que 1 é primo ou pode ser fatorado em primos de forma única." - Let's shorten to: "todo número maior que 1 é primo ou pode ser fatorado em primos de forma única."
pergunta;resposta
O que é um número primo?;um número que não é produto de dois números menores.
O que é um número composto?;um número maior que 1 que não é primo.
Qual é o teorema fundamental da aritmética?;todo número maior que 1 é primo ou pode ser fatorado em primos de forma única.
Qual é a propriedade de ser primo chamada?;primalidade.
Qual é o método simples mas lento para verificar a primalidade?;divisão de tentativa.
Qual é um teste rápido mas probabilístico de primalidade?;teste de primalidade de Miller-Rabin.
Qual é um teste determinístico de primalidade?;teste de primalidade de AKS.
Quais são números primos com uma forma específica?;números de Mersenne.
Qual é o maior número primo conhecido em dezembro de 2018?;um número de Mersenne com 24.862.048 dígitos decimais.
Quais são números que se comportam como primos na álgebra abstrata?;elementos primos e ideais primos.
pergunta;resposta
O que é um número primo?;um número que não é produto de dois números menores.
O que é um número composto?;um número maior que 1 que não é primo.
Qual é o teorema fundamental da aritmética?;todo número maior que 1 é primo ou pode ser fatorado em primos de forma única.
Qual é a propriedade de ser primo chamada?;primalidade.
Qual é o método simples mas lento para verificar a primalidade?;divisão de tentativa.
Qual é um teste rápido mas probabilístico de primalidade?;teste de primalidade de Miller-Rabin.
Qual é um teste determinístico de primalidade?;teste de primalidade de AKS.
Quais são números primos com uma forma específica?;números de Mersenne.
Qual é o maior número primo conhecido em dezembro de 2018?;um número de Mersenne com 24.862.048 dígitos decimais.
Quais são números que se comportam como primos na álgebra abstrata?;elementos primos e ideais primos.
