pergunta;resposta
Qual é a origem do rio Reno?;cantão de Graubünden na Suíça, nos Alpes Sudeste
O que forma parte da fronteira entre a Suíça e o Liechtenstein?;o rio Reno
Quais são os estados alemães nomeados após o rio Reno?;North Rhine-Westphalia e Rhineland-Palatinate
Em que direção normalmente flui o rio Reno?;em uma direção predominantemente northerly na Alemanha
Qual é a área drenada pelo rio Reno?;9,973 sq km
De onde vem o nome do rio Reno?;do céltico Rēnos
Qual é a importância histórica do rio Reno?;foi uma via de navegação comercial significativa desde os tempos romanos
O que são alguns dos principais centros urbanos no rio Reno?;Cologne, Rotterdam, Düsseldorf, Duisburg, Strasbourg, Nijmegen e Basel
Qual é a extensão do rio Reno?;cerca de 1,230 km (760 mi)
Quais são os outros grandes rios europeus que se comparam ao comprimento do Reno?;Danúbio
