```
pergunta;resposta
Qual é a porcentagem da floresta amazônica que está localizada no Brasil?;60%
Quantos países possuem território na floresta amazônica?;nove
Quanto de área total abrange a bacia amazônica em km²?;7,000,000 km2
Qual país vem logo após o Brasil em termos de cobertura da floresta amazônica?;Peru
Quantas espécies de árvores são estimadas na Amazônia?;16,000
Quantas pessoas vivem na região da Amazônia?;Mais de 30 milhões
Qual é a porcentagem de povos indígenas em relação à população total da Amazônia?;9%
Quais são os dois países com maior parte da floresta amazônica após o Brasil e Peru?;Colômbia, Bolívia
Quantas áreas indígenas formalmente reconhecidas existem na região amazônica?;3,344
Qual é a designação do parque protegido de floresta tropical da França na Amazônia?;Parque Amazonense da Guiana
```
