pergunta;resposta
Quais são os dois principais tipos de comutação por pacotes?;Com ligação (circuito virtual) e sem ligação (datagrama)
Quem é conhecido por contribuir para o desenvolvimento da comutação por pacotes?;Paul Baran, Donald Davies e W. David Sincoskie
Qual é a principal vantagem da comutação por pacotes em comparação com a comutação de circuitos?;Optimizar o uso da largura de banda da rede
Quais são os desafios da comutação por pacotes em termos de qualidade de serviço?;Introduzir jitter e atrasos variáveis
Qual é o paradigma de comunicação que contrasta com a comutação por pacotes?;A comutação de circuitos
Quais protocolos ou tecnologias utilizam a comutação por pacotes?;ATM, Frame Relay, X.25 e IP
Qual é a definição de comutação por pacotes segundo o contexto apresentado?;Um paradigma de comunicação em que pacotes são individualmente encaminhados entre nós da rede
Quais são exemplos de comutação por pacotes com ligação e sem ligação?;ATM (com ligação) e IP (sem ligação)
Qual é o objetivo principal da comutação por pacotes?;Minimizar a latência e aumentar a robustez da comunicação
Quem atua na disciplina de comutação por pacotes segundo os fatos fornecidos?;Sharla Boehm
