pergunta;resposta
De onde sai o Rhine?;rhine
Onde está localizado o Rhein?;germania
Qual é a origem do nome Rhine?;gaulês Rēnos
Quais países o Rhein passa?;Alemanha, França, Bélgica, Países Baixos, Suíça, França, Prusia
Qual é a extensão do Rhein em km?;1.230 km
De qualthemais origina o Rhine?;Bavília, Hesdro, Rhenish(causes), Saarland
Qual é a adaptação proto-germânica do nome do Rhein?;Rīnāz
"Qual é a origem da word ""Rhine""?";gaulês Rēnos
De qualthemais origina o nome Rhine?;Bavília, Hesdro, Rhenish(causes), Saarland
Qual é a maior cidade pela qual o Rhein passa?;Colônia, na Alemanha, e outras cidades nearby
