pergunta;resposta
Em que ano a crise petrolífera de 1973 começou?;1973
Qual foi a principal razão para o embargo petrolífero proclamado em 1973?;O apoio da nação de Israel durante a Guerra do Yom Kippur
Quais países foram inicialmente alvo do embargo petrolífero em 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Qual foi o aumento no preço do petróleo durante a crise de 1973?;De US$ 3 por barril para cerca de US$ 12
Qual o nome dado à primeira crise do petróleo?;O primeiro choque do petróleo
Qual o impacto da crise de 1973 na economia global?;Causou inflação e outros efeitos de curto e longo prazo
Além do embargo, qual outro tipo de medida foi implementada para lidar com a escassez de petróleo?;Racionamento de gasolina
Qual conflito internacional contribuiu para o contexto da crise de 1973?;O conflito árabe-israelense
Qual a principal consequência do aumento no preço do petróleo?;Impacto negativo no crescimento econômico global
Qual o nome dado à segunda crise do petróleo?;O segundo choque do petróleo
