pergunta;resposta
Quando o IPCC foi criado?;em 1988
Quais organizações estabeleceram o IPCC?;o Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Qual é o objetivo principal do IPCC?;sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas
Onde está sediada a organização IPCC?;Geneva, Switzerland
Que prêmio o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Quantos relatórios principais o IPCC produziu até 2014?;cinco
Quem é o líder atual do IPCC?;Hoesung Lee
Quais organizações-mãe o IPCC pertence?;World Meteorological Organization e United Nations Environment Program
Qual é a abreviação do IPCC em inglês?;IPCC
Quem são exemplos de cientistas associados ao IPCC?;Filippo Giorgi, Julie Arblaster, Rajendra K. Pachauri
